feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,label
-113.59882354736328,121.57067108154297,-19.162261962890625,42.36393737792969,-6.3622660636901855,18.621932983398438,-13.69973373413086,15.339801788330078,-12.274304389953613,10.97094440460205,-8.326061248779297,8.802087783813477,-3.6699414253234863,50.68894577026367,17.200206756591797,15.348760604858398,12.28978157043457,12.961206436157227,9.443115234375,8.2221097946167,8.306714057922363,9.067516326904297,7.959053993225098,7.859070777893066,7.161057949066162,6.419960975646973,0.3622428774833679,0.3678170144557953,0.4398343563079834,0.24469178915023804,0.24786195158958435,0.33561640977859497,0.3646187484264374,0.4356837272644043,0.2959856390953064,0.31508031487464905,0.4070083498954773,0.38510069251060486,0.3270324766635895,0.28595423698425293,0.3161546289920807,0.2112981528043747,0.2562578320503235,0.28900304436683655,0.27721458673477173,0.3461246192455292,0.25373968482017517,0.28060898184776306,0.33296331763267517,0.29268980026245117,15.986115582904988,15.098203280233077,18.45414937398574,18.36224256380132,18.91743082487246,17.18981618296861,39.655065886134096,4.346550827605142,4.195463428161898,4.620337181425035,3.6288329762655622,3.485783959081078,2.520680238837813,3.0673751007843144,0.1301843225955963,0.05318251624703407,0.08304482066898686,0.027693783681433826,blues
-207.52383422851562,123.98513793945312,8.94701862335205,35.867149353027344,2.9095940589904785,21.519474029541016,-8.556512832641602,23.370676040649414,-10.103608131408691,11.899242401123047,-5.558824062347412,5.377876281738281,-2.234492063522339,88.14252471923828,23.662490844726562,23.923551559448242,16.270116806030273,16.732484817504883,12.504671096801758,14.170463562011719,11.940147399902344,12.88854694366455,10.215539932250977,10.25457763671875,9.808390617370605,8.05438232421875,0.46004024147987366,0.350182443857193,0.3208068013191223,0.2114715874195099,0.2007884383201599,0.33079418540000916,0.39737874269485474,0.560355007648468,0.3841792643070221,0.2553257942199707,0.28477609157562256,0.33409368991851807,0.3775937557220459,0.29700684547424316,0.3083259165287018,0.22876174747943878,0.20899561047554016,0.31093209981918335,0.2825249135494232,0.3668127655982971,0.2952940762042999,0.23318567872047424,0.2790267765522003,0.26917386054992676,15.984938219468534,17.059629950728368,19.133786481283217,19.188013073537594,18.326915370064803,17.505238912530242,37.50887830714264,4.193373173236614,4.60987863990361,4.8141535842054965,4.2810645287149525,3.508558337847112,3.1308614740311596,5.829866361418557,0.09590782225131989,0.048710573464632034,0.05603980870552978,0.03804630719740175,blues
-90.75716400146484,140.4408721923828,-29.08454704284668,31.686691284179688,-13.976547241210938,25.753751754760742,-13.66499137878418,11.634442329406738,-11.778322219848633,9.71475601196289,-13.125313758850098,5.79124641418457,-8.901966094970703,57.60110092163086,22.55784034729004,20.29936981201172,11.998091697692871,12.476431846618652,8.625062942504883,10.336393356323242,10.3208646774292,8.092109680175781,8.23664665222168,7.594205379486084,8.030862808227539,7.771137237548828,0.272900253534317,0.1959526538848877,0.3151654303073883,0.4079861640930176,0.5468201637268066,0.32169872522354126,0.3046570122241974,0.2884035110473633,0.3341522514820099,0.4018186926841736,0.3843894898891449,0.5885082483291626,0.2114618867635727,0.18091684579849243,0.2715304493904114,0.27128201723098755,0.35018637776374817,0.23575274646282196,0.24183125793933868,0.25139859318733215,0.2472752183675766,0.33311352133750916,0.2514997720718384,0.35300037264823914,26.345502763614213,14.1918816655083,17.701924091363754,19.419605086040423,20.342664693920085,18.31105908724081,39.02640651663989,5.480776459429234,3.9643568744213558,5.00175510413186,4.187273436097571,3.78103348448557,2.925899610812458,3.27350216774165,0.17547321319580078,0.05244862288236618,0.07629120746326373,0.031730570099435376,blues
-199.57513427734375,150.0861053466797,5.6634039878845215,26.85527801513672,1.7700715065002441,14.232646942138672,-4.827845096588135,9.286852836608887,-0.7561202049255371,8.134434700012207,-3.200026035308838,6.078081130981445,-2.478445053100586,74.21769714355469,21.361392974853516,16.034643173217773,12.584161758422852,16.369903564453125,11.260880470275879,12.487863540649414,9.01500415802002,9.607382774353027,8.448777198791504,10.500921249389648,6.943667411804199,7.534999847412109,0.34137162566185,0.4086236357688904,0.5243191123008728,0.5470129251480103,0.6570749878883362,0.5115237236022949,0.3555535674095154,0.25161314010620117,0.246270552277565,0.3151112198829651,0.31657925248146057,0.3831988573074341,0.25026872754096985,0.23716048896312714,0.3261735141277313,0.30346569418907166,0.34500524401664734,0.3033813238143921,0.23165564239025116,0.1993841975927353,0.21507489681243896,0.2937442660331726,0.28099000453948975,0.33725735545158386,29.784038278808787,14.76604254261303,17.23854978173165,18.63406550972676,18.490612995800266,16.787122916734297,34.264915724272285,5.082016123128704,4.060950230173264,4.222478304890544,3.315520988820421,3.3269758385237584,2.3014890908336265,4.656892296890918,0.14104026556015015,0.07967183738946915,0.03330886262567672,0.020561103742135052,blues
-160.3541717529297,126.2094955444336,-35.58139419555664,22.13925552368164,-32.473548889160156,10.850701332092285,-23.35007095336914,0.49324893951416016,-11.796538352966309,1.2035191059112549,-13.084959030151367,-2.810499668121338,-6.934471607208252,72.10481262207031,29.21080780029297,18.27655029296875,13.919527053833008,18.341903686523438,11.613141059875488,9.658858299255371,11.168416023254395,11.400675773620605,9.985846519470215,8.957854270935059,9.297122955322266,9.462997436523438,0.19260479509830475,0.317266583442688,0.3920220732688904,0.2558269798755646,0.19266349077224731,0.5302209854125977,0.2537793815135956,0.13912144303321838,0.2764243185520172,0.3243265151977539,0.5551238656044006,0.27293071150779724,0.19528450071811676,0.32180678844451904,0.31211620569229126,0.2745228707790375,0.179185688495636,0.3624006509780884,0.20737363398075104,0.17709963023662567,0.3034098148345947,0.23358331620693207,0.3558367192745209,0.21841822564601898,17.055249292784442,15.693600776805484,19.132496461845886,20.522276096213048,20.784787543291493,19.71064005586685,37.318275969997835,4.332860645417237,3.981796979680195,4.108780060615846,4.320574720461841,4.069408370875813,3.709227454517498,5.175914528276278,0.09150122106075287,0.04801338538527489,0.10146053871809745,0.04420548271538123,blues
-177.80174255371094,118.20316314697266,-17.570629119873047,30.760927200317383,-21.7425537109375,11.919262886047363,-20.734298706054688,3.185288190841675,-8.580818176269531,-0.9328851103782654,-11.772245407104492,-2.408763885498047,-9.348445892333984,85.48365020751953,56.52614974975586,25.575532913208008,22.038372039794922,20.815298080444336,16.321996688842773,13.02712631225586,11.563016891479492,13.123480796813965,10.006048202514648,8.749557495117188,8.877084732055664,8.950291633605957,0.2383226454257965,0.3002373278141022,0.6171865463256836,0.23574118316173553,0.1239870935678482,0.24376831948757172,0.27965155243873596,0.41129270195961,0.24398581683635712,0.2855333983898163,0.28433674573898315,0.36621904373168945,0.2891400456428528,0.21435251832008362,0.38305264711380005,0.1645955890417099,0.137283593416214,0.27665427327156067,0.2568613886833191,0.3363817036151886,0.2352258414030075,0.2815077006816864,0.28467032313346863,0.3061557412147522,17.470207038238584,19.56125479512844,21.289941922365124,21.344465999304166,20.78043860083157,19.40411528307254,37.94788487390753,4.7973048589537,5.359604822235526,5.525880265302687,4.859567760597111,4.096239014745878,3.4322492351140914,6.770134505833912,0.10345287621021271,0.06309645622968674,0.09404153373936582,0.07895058970522166,blues
-190.0688018798828,130.27023315429688,-36.36211013793945,33.03621292114258,11.093891143798828,-0.5918818712234497,-20.89026641845703,0.2784424126148224,-6.496385097503662,-5.512735366821289,-7.8474040031433105,-3.124300718307495,-6.602821350097656,98.25144958496094,43.973899841308594,36.15287780761719,21.91330909729004,32.90848159790039,16.73653221130371,12.315980911254883,10.14166259765625,11.44982624053955,12.385570526123047,9.354485511779785,8.013117790222168,8.896451950073242,0.425513356924057,0.22324328124523163,0.1313476264476776,0.1525973379611969,0.24195808172225952,0.49116939306259155,0.24550846219062805,0.16911278665065765,0.2883557677268982,0.4618445336818695,0.3592757284641266,0.307186096906662,0.36575406789779663,0.24727165699005127,0.18750931322574615,0.21854375302791595,0.21682916581630707,0.3852292597293854,0.24419952929019928,0.19357642531394958,0.2961749732494354,0.35324347019195557,0.33299362659454346,0.27060508728027344,24.755079947983496,21.066654198200172,22.205534237075828,21.25944816136903,21.652819321556088,20.14428616114598,32.86422789622399,6.7445102412926,5.806580027485774,5.84138465341244,4.876730126648395,4.353984836017783,3.5901594124918894,7.84776290565522,0.1417519599199295,0.09371273219585419,0.07305223740815932,0.04369405757996276,blues
-179.37229919433594,136.44833374023438,-26.662588119506836,39.965450286865234,5.31089448928833,10.919135093688965,-20.559534072875977,8.503360748291016,-11.349763870239258,-3.470554828643799,-8.415842056274414,-6.957211017608643,-3.5460431575775146,81.0771484375,38.4583625793457,24.31478500366211,18.799100875854492,25.496854782104492,11.67424488067627,12.794262886047363,12.299772262573242,13.111818313598633,13.350184440612793,12.14746379852295,9.14978313446045,9.65739631652832,0.2593570351600647,0.26412150263786316,0.3253580927848816,0.21773892641067505,0.215277299284935,0.2957618534564972,0.19005170464515686,0.18074940145015717,0.26434093713760376,0.39047348499298096,0.6486374735832214,0.43659108877182007,0.24992944300174713,0.2987944185733795,0.30637580156326294,0.26715582609176636,0.255628764629364,0.28996801376342773,0.21446354687213898,0.23962444067001343,0.2804831862449646,0.26972803473472595,0.35076311230659485,0.2776579260826111,20.203992591647996,20.094493223158633,20.707093884720244,19.630546752093863,20.709945310604542,19.603038090729164,36.09972121364525,4.557679951766509,4.594007501746556,5.003962195641866,4.574648963830398,4.049999752821409,3.270629208345129,5.772287710779049,0.13176751136779785,0.07437695562839508,0.061442246108855375,0.04299786357871877,blues
-121.3897933959961,122.49832916259766,-14.734728813171387,46.12213897705078,-8.179258346557617,20.172466278076172,-19.171894073486328,23.03683853149414,-11.83272933959961,21.15465545654297,-6.722797393798828,6.989505767822266,-12.730548858642578,51.18275451660156,20.360193252563477,18.47224998474121,13.925419807434082,13.30699348449707,10.341513633728027,7.5933709144592285,8.783775329589844,6.524472236633301,7.6714863777160645,6.994175434112549,7.518989562988281,7.870708465576172,0.3196752071380615,0.30448704957962036,0.3666154444217682,0.4221329391002655,0.5238111615180969,0.451119065284729,0.49344274401664734,0.35275280475616455,0.38013842701911926,0.46170589327812195,0.36635950207710266,0.46471479535102844,0.22998273372650146,0.23193562030792236,0.28906625509262085,0.27487125992774963,0.35098010301589966,0.29998114705085754,0.32780981063842773,0.25690048933029175,0.2648274898529053,0.30720266699790955,0.26219120621681213,0.3125101625919342,29.493067993031072,15.135638488596094,17.01936189989054,17.030466570492997,19.69611163340325,17.624290925668074,40.60499045883298,5.132538902778348,4.041840451580299,4.472982584661983,3.4311933330807154,3.791248127295284,2.5110472427400303,2.6987721531673796,0.14232727885246277,0.038770075887441635,0.06402488761600927,0.027045919171916347,blues
-213.2642364501953,115.16475677490234,-11.698169708251953,39.015357971191406,-20.348329544067383,13.082701683044434,-9.182701110839844,9.017151832580566,-14.104310035705566,4.271254062652588,-6.050780296325684,3.7858355045318604,0.22263562679290771,78.31330108642578,28.253562927246094,25.866668701171875,18.733230590820312,23.065073013305664,16.680667877197266,11.24507999420166,8.244038581848145,10.492645263671875,9.623028755187988,9.211915016174316,10.218299865722656,8.73759937286377,0.2482471615076065,0.2731545567512512,0.48851239681243896,0.26800498366355896,0.17971846461296082,0.26772525906562805,0.22258572280406952,0.41535112261772156,0.2726886570453644,0.18117545545101166,0.2299007922410965,0.24054768681526184,0.29588422179222107,0.29280078411102295,0.3911633789539337,0.24314355850219727,0.21090655028820038,0.3283173143863678,0.21772782504558563,0.38119620084762573,0.2647291123867035,0.21712853014469147,0.3068213164806366,0.275709867477417,14.334424623877076,17.63670377718521,21.930637202724167,20.23588947831593,18.562802505723557,18.905217878458068,36.4906632629116,4.059145466243902,4.577128461432508,4.860886780063091,4.013044014354597,3.6137683751459933,4.1584550926028445,5.3199897084525665,0.08128055185079575,0.06592553853988647,0.07917482356921887,0.03711682977865272,blues
